date,close,macd_hist,rsi,supertrend_signal,bb_percent,stoch_k,stoch_d,atr_pct,roc,obv,vwap
1994-01-26,2.632813,-0.002556,51.610515,1,0.532798,38.889228,54.140599,0.020688,-1.749271,7310510400.000000,133192624.691772
1994-01-27,2.632813,-0.004694,51.611004,1,0.501317,38.889228,46.514913,0.020164,-1.173020,7310510400.000000,134348374.380493
1994-01-28,2.652344,-0.004807,53.856565,1,0.588642,52.777947,49.646430,0.019054,-0.730985,7352385600.000000,111067434.983826
1994-01-31,2.660156,-0.004381,54.795789,1,0.589430,58.333164,53.989797,0.017947,-0.292844,7414952000.000000,166680809.944661
1994-02-01,2.660156,-0.004127,54.753780,1,0.540174,58.333164,56.161480,0.017354,-0.583942,7414952000.000000,117055390.997060
1994-02-02,2.625000,-0.006230,49.649161,1,0.280327,33.333333,44.747407,0.017635,-0.884974,7374027200.000000,108067050.000000
1994-02-03,2.640625,-0.006445,51.733563,1,0.382719,44.444444,44.595926,0.016495,-0.147701,7405819200.000000,83619583.333333
1994-02-04,2.539063,-0.012928,40.411441,1,-0.313343,0.000000,22.297963,0.021309,-2.402402,7327601600.000000,201247391.531372
1994-02-07,2.523438,-0.017487,38.873716,1,-0.380089,16.666870,19.482416,0.021483,-6.376810,7208750400.000000,298985087.781779
1994-02-08,2.460938,-0.023553,33.905055,0,-0.656641,8.333503,13.907960,0.024372,-8.695651,7058875200.000000,370394723.822021
1994-02-09,2.488281,-0.024457,38.135004,0,-0.382262,18.055471,15.981715,0.024860,-6.598266,7157460800.000000,244281774.501546
1994-02-10,2.480469,-0.024268,37.714327,0,-0.339506,15.277863,15.629789,0.024412,-6.754755,7090840000.000000,165944795.050303
1994-02-11,2.460938,-0.024094,36.304981,0,-0.355495,9.523994,12.576891,0.023595,-6.528189,7037092800.000000,132268508.542887
1994-02-14,2.472656,-0.021891,38.059160,0,-0.203570,14.285604,13.431248,0.020937,-6.083112,7092363200.000000,136664704.392497
1994-02-15,2.492188,-0.017983,41.069104,0,-0.035347,22.222394,17.826821,0.019561,-6.038282,7121240000.000000,71966413.769531
1994-02-16,2.460938,-0.016410,38.266095,0,-0.143815,9.523994,13.675408,0.019671,-7.488961,7077508800.000000,108303070.852661
1994-02-17,2.457031,-0.014602,37.695691,0,-0.093580,7.936403,10.805905,0.019589,-7.635830,6992491200.000000,209112293.243408
1994-02-18,2.500000,-0.009716,44.154796,0,0.185439,25.806401,18.306153,0.020865,-4.761905,7071956800.000000,198043187.630717
1994-02-22,2.484375,-0.006874,42.617060,0,0.151837,20.000000,19.153077,0.021181,-5.917160,7008721600.000000,156935285.050964
1994-02-23,2.531250,-0.001458,48.702516,1,0.437912,46.153846,32.653461,0.025427,-0.307711,7148184000.000000,350471938.833618
1994-02-24,2.496094,0.000056,45.008018,0,0.286293,28.846271,30.749866,0.025080,-1.083601,7065630400.000000,206276541.137187
1994-02-25,2.531250,0.003531,49.236662,1,0.502095,75.000000,52.874933,0.023602,2.857123,7118625600.000000,133592083.513387
1994-02-28,2.578125,0.008794,54.047811,1,0.771530,90.000000,71.437467,0.023367,3.610685,7174120000.000000,142493433.333333
1994-03-01,2.601563,0.013386,56.184996,1,0.905351,100.000000,85.718733,0.021131,4.881899,7222190400.000000,124557439.588420
1994-03-02,2.585938,0.014792,54.333182,1,0.838979,90.476218,88.097476,0.022337,5.079364,7153691200.000000,176064360.887655
1994-03-03,2.531250,0.011602,48.356411,1,0.580107,57.142691,72.620083,0.024843,2.369678,7122126400.000000,80473805.017090
1994-03-04,2.531250,0.009161,48.361023,1,0.608448,57.142691,64.881387,0.022571,1.567379,7122126400.000000,65067300.000000
1994-03-07,2.539063,0.007797,49.257901,1,0.653883,61.904873,63.393130,0.021767,3.174603,7152667200.000000,77704081.229655
1994-03-08,2.531250,0.006163,48.367889,1,0.614556,57.142691,60.267910,0.021231,3.020678,7127944000.000000,62323074.525960
1994-03-09,2.527344,0.004681,47.891616,1,0.582071,54.761891,57.514901,0.021332,1.093760,7090920000.000000,93572383.827209
1994-03-10,2.527344,0.003611,47.881984,1,0.575420,52.499847,55.007374,0.021388,1.729569,7090920000.000000,118231223.607635
1994-03-11,2.554688,0.004591,51.674992,1,0.752080,70.000000,62.503687,0.020648,0.925945,7125777600.000000,88868741.621399
1994-03-14,2.621094,0.009289,59.143101,1,1.217644,93.749873,78.126780,0.021885,5.007824,7194980800.000000,180487019.165548
1994-03-15,2.652344,0.013804,61.903887,1,1.396697,93.749873,85.938326,0.021444,4.783960,7257915200.000000,166268110.838064
1994-03-16,2.648438,0.015694,61.174499,1,1.297123,90.909091,88.423709,0.019180,2.727291,7216628800.000000,109451979.791260
1994-03-17,2.640625,0.015554,59.863186,1,1.195658,86.363359,87.393534,0.017353,1.501483,7185636800.000000,82080379.926046
1994-03-18,2.648438,0.015111,60.676300,1,1.204565,90.909091,89.151312,0.017374,2.416918,7222494400.000000,97231122.525024
1994-03-21,2.601563,0.010977,53.454974,1,0.780071,62.222307,75.686809,0.019658,2.777797,7157416000.000000,170576603.015900
1994-03-22,2.648438,0.010704,58.545053,1,1.100199,83.333333,79.510071,0.023308,4.629648,7246440000.000000,234383542.449951
1994-03-23,2.695313,0.012840,62.838735,1,1.353257,83.871133,81.690602,0.024536,6.153845,7362881600.000000,313846518.507894
1994-03-24,2.726563,0.015349,64.857405,1,1.424132,96.774384,89.232493,0.024533,7.716068,7423048000.000000,162637319.126383
1994-03-25,2.734375,0.016429,65.731017,1,1.340909,81.578787,85.405640,0.024691,8.191644,7525099200.000000,280375057.887268
1994-03-28,2.699219,0.013777,60.334906,1,1.058635,68.918888,77.162264,0.029411,6.800618,7406696000.000000,318362799.062856
1994-03-29,2.578125,0.003409,46.701978,1,0.283420,22.857103,50.009683,0.034009,0.917412,7328356800.000000,205232383.333333
1994-03-30,2.613281,-0.001288,50.073247,1,0.505220,33.823260,41.916472,0.032887,-0.298081,7415217600.000000,227217893.096924
1994-03-31,2.648438,-0.002181,53.169247,1,0.700501,35.714286,38.815379,0.033523,-0.147266,7487515200.000000,190534322.982788
1994-04-04,2.640625,-0.003381,52.385980,1,0.612043,34.482686,36.649032,0.035578,-0.295003,7413518400.000000,194434311.761475
1994-04-05,2.742188,0.002279,60.240658,1,1.189171,79.310388,57.979710,0.034765,3.846172,7515396800.000000,276451315.719604
1994-04-06,2.781250,0.007946,62.519032,1,1.302533,96.551521,77.265616,0.032130,5.014730,7596177600.000000,223409425.679525
1994-04-07,2.804688,0.012307,63.846211,1,1.302734,95.384893,86.325254,0.028854,7.807806,7672808000.000000,214425447.436778
1994-04-08,2.718750,0.008611,55.343695,1,0.769684,61.538519,73.931887,0.031146,2.654849,7554097600.000000,326144477.201843
1994-04-11,2.718750,0.005525,55.151330,1,0.724084,61.538519,67.735203,0.028096,0.869547,7554097600.000000,109521881.421407
1994-04-12,2.648438,-0.001517,49.229656,1,0.324516,33.846373,50.790788,0.030034,-2.865329,7469128000.000000,226143077.011108
1994-04-13,2.652344,-0.005930,49.556607,1,0.339999,35.384743,43.087765,0.029892,-2.999991,7538772800.000000,183815122.201538
1994-04-14,2.628906,-0.010195,47.652444,1,0.198770,26.153777,34.620771,0.027917,-2.604938,7485684800.000000,139978137.657166
1994-04-15,2.652344,-0.011130,49.744335,1,0.333247,35.384743,35.002757,0.026388,2.878797,7520926400.000000,93105745.902252
1994-04-18,2.593750,-0.015137,45.003662,1,-0.015787,12.307704,23.655230,0.029745,-0.747375,7442920000.000000,203954258.130900
1994-04-19,2.753906,-0.006865,57.422614,1,0.930243,75.384592,49.519911,0.036332,3.982273,7734193600.000000,799106110.648346
1994-04-20,2.796875,0.001206,59.225638,1,1.134877,92.307779,70.913845,0.034602,5.917160,7838926400.000000,290333495.843252
1994-04-21,2.859375,0.009972,62.595478,1,1.418593,97.435745,84.174795,0.032660,4.273486,7980907200.000000,403018461.801147
1994-04-22,2.867188,0.015201,62.532849,1,1.397483,90.476190,87.325493,0.030612,3.089905,8046968000.000000,189408731.500244
1994-04-25,2.929688,0.021394,65.940309,1,1.596786,95.833333,91.579413,0.029846,4.456824,8189713600.000000,415597912.044271
1994-04-26,2.966797,0.026199,67.304607,1,1.587039,97.596095,94.587754,0.026986,9.123572,8302907200.000000,335085508.237457
1994-04-28,2.878906,0.021844,59.566695,1,1.094209,75.961362,85.274558,0.029661,5.890796,8161524800.000000,411076725.374858
1994-04-29,2.890625,0.018283,59.792117,1,1.065671,78.846036,82.060297,0.028593,9.144523,8218328000.000000,164048834.028625
1994-05-02,2.984375,0.020600,64.266307,1,1.332597,99.530573,90.795435,0.029442,12.518399,8297588800.000000,233705829.117584
1994-05-03,2.921875,0.016461,59.068397,1,1.013559,84.507073,87.651254,0.028979,11.144141,8255659200.000000,123277398.331197
1994-05-04,2.972656,0.015685,61.536679,1,1.148817,96.713609,92.182432,0.028084,12.076564,8324548800.000000,203170516.424561
1994-05-05,2.949219,0.012284,59.623952,1,1.027404,86.607088,89.394760,0.027495,13.704828,8268174400.000000,167141300.940704
1994-05-06,2.890625,0.005146,55.344975,1,0.796424,73.214177,81.304468,0.029831,4.964548,8171771200.000000,278791047.984314
1994-05-09,2.882813,-0.000732,54.658886,1,0.734196,61.904762,71.604615,0.028415,3.072643,8124171200.000000,137593750.000000
1994-05-10,2.937500,-0.001522,57.786926,1,0.897175,75.675551,73.640083,0.027168,2.732240,8189476800.000000,191325010.380046
1994-05-11,2.921875,-0.003564,56.519705,1,0.784001,60.714068,67.177075,0.025264,1.907340,8132043200.000000,167813818.257650
1994-05-12,2.953125,-0.003286,58.315395,1,0.841458,68.181541,67.679308,0.024390,0.799984,8191041600.000000,173951179.167938
1994-05-13,3.015625,0.000435,62.269131,1,0.991908,84.905643,76.292476,0.025194,1.645811,8370961600.000000,540697083.333333
1994-05-16,2.968750,-0.000863,57.645155,1,0.761346,62.264107,69.278292,0.024767,3.120768,8314328000.000000,169015918.003337
1994-05-17,2.957031,-0.002993,56.889580,1,0.653864,56.603608,62.940950,0.023707,2.297289,8191864000.000000,361492051.399231
1994-05-18,3.033203,0.000083,61.070778,1,0.878254,93.396104,78.168527,0.024295,1.636118,8288817600.000000,292186345.205180
1994-05-19,3.074219,0.004017,63.054029,1,0.972903,92.307779,85.238153,0.023309,5.213912,8378468800.000000,274907007.124837
1994-05-20,3.054688,0.004409,61.203801,1,0.874898,82.089569,83.663861,0.022913,2.759551,8300328000.000000,239509728.927104
1994-05-23,3.160156,0.010529,66.015042,1,1.197530,92.134757,87.899309,0.027111,7.152301,8375275200.000000,234307581.543732
1994-05-24,3.195313,0.015405,67.475578,1,1.275927,88.349521,88.124415,0.027717,10.540557,8460419200.000000,271839985.399882
1994-05-25,3.281250,0.022453,70.498835,1,1.497396,96.581195,92.352805,0.030741,13.821119,8546422400.000000,278614533.333333
1994-05-26,3.250000,0.022963,67.422885,1,1.287880,89.189195,90.771000,0.030639,10.638298,8482126400.000000,208962000.000000
1994-05-27,3.273438,0.022785,68.141851,1,1.268550,94.117760,92.444380,0.030096,12.032102,8529670400.000000,154889445.056915
1994-05-31,3.359375,0.026123,71.276559,1,1.436662,99.788480,96.116430,0.030389,13.756614,8605670400.000000,252368513.743083
1994-06-01,3.312500,0.022953,67.171949,1,1.207799,89.277792,92.697111,0.029933,9.844560,8504905600.000000,333521007.682800
1994-06-02,3.265625,0.015819,62.861398,1,1.025454,78.396351,85.546731,0.029627,10.000000,8444614400.000000,197987517.916361
1994-06-03,3.304688,0.012023,64.686895,1,1.077870,87.305136,86.425934,0.028252,11.756960,8531456000.000000,286984363.803101
1994-06-06,3.406250,0.014478,74.297524,1,1.253806,98.412603,92.419268,0.032017,12.298785,9295960000.000000,2562283059.014638
1994-06-07,3.351563,0.010719,64.463794,1,1.026600,86.206897,89.313082,0.030014,9.021608,9129788800.000000,558664138.912201
1994-06-08,3.250000,0.000246,57.053689,1,0.715220,57.142786,73.227934,0.032317,6.393845,8925953600.000000,667772673.130798
1994-06-09,3.265625,-0.006409,57.402877,1,0.710960,61.224414,67.226174,0.029142,3.337461,9005310400.000000,258839556.193288
1994-06-10,3.285156,-0.010057,58.247672,1,0.719042,66.326386,66.776280,0.027593,2.811713,9059036800.000000,176219798.019791
1994-06-13,3.304688,-0.011607,59.209605,1,0.734396,60.000070,63.388175,0.027601,0.714300,9115665600.000000,186550631.169383
1994-06-14,3.347656,-0.010237,61.269825,1,0.797569,75.714066,69.551121,0.026536,3.004800,9174915200.000000,198347298.458735
1994-06-15,3.390625,-0.007087,63.198444,1,0.850682,88.888688,79.219904,0.026044,3.579937,9233776000.000000,198808492.689006
1994-06-16,3.347656,-0.008454,59.613137,1,0.695891,68.518251,73.869077,0.024128,-0.348844,9185297600.000000,162920244.063950
1994-06-17,3.312500,-0.012063,56.867937,1,0.571510,45.833079,59.851078,0.022524,0.000000,9137675200.000000,158245281.805420
1994-06-20,3.343750,-0.012622,58.540433,1,0.617460,62.499746,61.175412,0.022080,2.392344,9183344000.000000,151634694.758860
1994-06-21,3.289063,-0.016696,54.419195,1,0.450493,33.333333,47.254373,0.023548,-0.472813,9096348800.000000,286359227.655029
1994-06-22,3.218750,-0.023719,49.560213,1,0.243657,7.407391,27.330882,0.025866,-5.504587,9013424000.000000,269073700.000000
1994-06-23,3.132813,-0.033165,44.537861,1,-0.004436,2.702863,15.016872,0.029905,-6.526806,8927444800.000000,272939192.832692
1994-06-24,3.093750,-0.040567,42.516778,0,-0.107093,4.651156,9.834014,0.028909,-4.807692,8845990400.000000,253060167.113495
1994-06-27,3.242188,-0.034242,51.695231,1,0.342170,48.837282,29.335648,0.032208,-0.717689,8922152000.000000,243360148.816681
1994-06-28,3.207031,-0.031283,49.725522,1,0.227310,38.371968,33.853808,0.035721,-2.378121,8822734400.000000,319482600.000000
1994-06-29,3.210938,-0.028025,49.955335,1,0.241217,39.534970,36.694389,0.032730,-2.836879,8876169600.000000,171577112.979889
1994-06-30,3.226563,-0.023939,50.887419,1,0.299677,44.186126,40.440257,0.030611,-3.617248,8916996800.000000,131625204.645284
1994-07-01,3.140625,-0.025974,45.875345,1,-0.032442,18.604625,29.522441,0.032572,-7.373272,8850374400.000000,210775750.520833
1994-07-05,3.070313,-0.030683,42.441846,0,-0.319623,2.222355,15.872398,0.034662,-8.284693,8809944000.000000,125607993.926239
1994-07-06,3.019531,-0.035506,39.928917,0,-0.459958,8.653787,12.263093,0.034012,-8.844347,8720689600.000000,269738876.240031
1994-07-07,3.148438,-0.028598,48.124986,1,0.137183,44.680923,28.472008,0.035937,-5.841107,8810356800.000000,277991692.211660
1994-07-08,3.093750,-0.026351,45.524843,0,-0.057179,30.434783,29.453395,0.036351,-5.938256,8761411200.000000,152445165.559387
1994-07-11,3.023438,-0.028080,42.281020,0,-0.267984,11.111232,20.282313,0.037480,-6.067946,8676004800.000000,259333002.149963
1994-07-12,3.000000,-0.029156,41.279141,0,-0.263886,18.367245,19.324779,0.036587,-4.239416,8592252800.000000,249729284.145355
1994-07-13,3.093750,-0.022220,46.995548,0,0.154859,44.680779,32.002779,0.034997,0.000000,8675209600.000000,253839179.852295
1994-07-14,3.046875,-0.019551,44.776065,0,0.033454,31.914805,31.958792,0.033736,-6.024110,8593763200.000000,249005425.891113
1994-07-15,3.039063,-0.017157,44.498200,0,0.068444,29.787273,30.873032,0.032815,-5.237493,8548243200.000000,138456681.137085
1994-07-18,3.156250,-0.007047,51.130430,1,0.565243,61.702078,46.287555,0.037103,-1.703178,8698742400.000000,475796950.000000
1994-07-19,3.132813,-0.001587,49.831152,1,0.514023,61.904762,54.096159,0.034211,-2.905569,8628616000.000000,219692895.938873
1994-07-20,3.023438,-0.004809,44.381867,0,0.135501,28.571429,41.333794,0.037460,-3.731328,8516011200.000000,343092785.796102
1994-07-21,2.984375,-0.008806,42.736767,0,0.032466,17.948590,29.641192,0.036286,-2.798997,8430270400.000000,257445696.961466
1994-07-22,3.160156,0.000652,51.948420,1,0.721073,75.640909,52.641050,0.040623,4.657180,8583187200.000000,473285448.263931
1994-07-25,3.199219,0.009320,53.535693,1,0.878528,88.461599,70.551325,0.037715,1.612895,8634700800.000000,164266687.281799
1994-07-26,3.148438,0.011285,51.017115,1,0.681098,71.794984,71.173154,0.036769,1.767692,8580392000.000000,171270729.465485
1994-07-27,3.093750,0.008670,48.445245,0,0.470335,53.846082,62.509618,0.033830,2.325565,8551100800.000000,91153608.822378
1994-07-28,3.093750,0.006792,48.437338,0,0.495725,53.846082,58.177850,0.031352,3.125000,8551100800.000000,123853766.666667
1994-07-29,3.218750,0.013435,54.434001,1,1.031529,94.871787,76.524818,0.032158,4.040404,8618164800.000000,213417229.652405
1994-08-01,3.335938,0.024543,59.078688,1,1.429025,96.078436,86.301627,0.032625,9.487195,8702099200.000000,277158410.015361
1994-08-02,3.300781,0.028088,57.161943,1,1.240266,75.423599,80.862613,0.033863,8.611800,8606849600.000000,317622712.292608
1994-08-03,3.335938,0.031131,58.398905,1,1.323644,83.050865,81.956739,0.031459,5.693084,8665620800.000000,196516218.682861
1994-08-04,3.296875,0.028891,56.090298,1,1.118292,74.576194,78.266467,0.029060,5.236892,8625428800.000000,133240673.055013
1994-08-05,3.281250,0.024888,55.166903,1,1.019334,71.186367,74.726417,0.026054,8.527115,8594224000.000000,102472017.459869
1994-08-08,3.312500,0.022924,56.586109,1,1.095636,77.966021,76.346219,0.024547,10.994764,8628761600.000000,113686266.666667
1994-08-09,3.343750,0.022290,58.006777,1,1.162517,84.745675,80.545947,0.023719,5.809650,8668960000.000000,134099356.389364
1994-08-10,3.382813,0.022969,59.761855,1,1.229323,93.220346,86.883146,0.022962,5.738713,8717606400.000000,163928248.797607
1994-08-11,3.453125,0.026378,62.831138,1,1.368147,88.888889,87.886018,0.025397,9.677403,8799035200.000000,280123567.109426
1994-08-12,3.453125,0.026772,62.571041,1,1.257802,88.888889,88.387453,0.023248,11.616162,8799035200.000000,131522637.107849
1994-08-15,3.402344,0.021954,58.742129,1,1.023490,76.851908,82.619681,0.023062,9.974755,8762921600.000000,123623256.526820
1994-08-16,3.429688,0.019058,60.115495,1,1.048514,83.333446,82.976564,0.022446,6.553413,8819700800.000000,193995618.049622
1994-08-17,3.492188,0.019717,63.025128,1,1.153209,94.339731,88.658147,0.022511,4.683840,8899491200.000000,278019700.364685
1994-08-18,3.468750,0.017042,61.026521,1,0.996937,82.051154,85.354651,0.021818,5.088765,8838214400.000000,213511369.479370
1994-08-19,3.429688,0.011381,58.003138,1,0.829644,65.714346,75.534498,0.022196,2.810304,8763452800.000000,257966470.216370
1994-08-22,3.414063,0.005615,56.742124,1,0.748035,60.000070,67.767284,0.019908,3.554517,8700617600.000000,214850576.654053
1994-08-23,3.468750,0.004560,59.660205,1,0.864114,79.999860,73.883572,0.022174,5.714286,8758980800.000000,202295371.776581
1994-08-24,3.484375,0.004009,60.349976,1,0.847826,85.714136,79.798854,0.019692,5.188679,8794227200.000000,122811675.000000
1994-08-25,3.511719,0.004543,61.855254,1,0.862553,88.157975,83.978415,0.019222,5.023372,8849401600.000000,193900662.718201
1994-08-26,3.554688,0.006714,64.000508,1,0.938619,82.500153,83.239284,0.020532,5.080831,8910363200.000000,217016955.522919
1994-08-29,3.566406,0.007789,64.534404,1,0.952287,78.204928,80.722106,0.020726,3.280536,8966988800.000000,203129598.250198
1994-08-30,3.648438,0.012590,67.981300,1,1.144413,97.297458,89.009782,0.022417,5.656122,9006840000.000000,144045496.001689
1994-08-31,3.632813,0.013214,66.559932,1,1.056356,78.571574,83.790678,0.023112,6.773830,8945872000.000000,222437947.190603
1994-09-01,3.507813,0.004176,55.809761,1,0.643862,40.476336,62.133507,0.027277,2.277904,8830304000.000000,406594726.702372
1994-09-02,3.500000,-0.002975,55.042693,1,0.586546,38.095238,50.114372,0.024803,0.223700,8783339200.000000,164621408.333333
1994-09-06,3.500000,-0.008062,54.999161,1,0.557978,31.578947,40.846660,0.022119,0.900901,8783339200.000000,100779296.039200
1994-09-07,3.554688,-0.008080,58.342103,1,0.707106,50.000161,45.423410,0.023614,3.644646,8826928000.000000,155114841.642380
1994-09-08,3.621094,-0.004155,61.758065,1,0.899326,72.368501,58.895956,0.022496,6.064065,8855305600.000000,102240652.255249
1994-09-09,3.554688,-0.006430,56.416354,1,0.665131,50.000161,54.448058,0.025343,2.477491,8794505600.000000,216125028.991699
1994-09-12,3.507813,-0.011211,52.895700,1,0.481547,34.210687,44.329373,0.025062,0.672659,8758267200.000000,127683754.779816
1994-09-13,3.597656,-0.008561,57.878078,1,0.805557,54.999898,49.664635,0.025521,2.447150,8799401600.000000,147237595.223872
1994-09-14,3.601563,-0.006857,58.036221,1,0.798018,54.386130,52.025383,0.022830,1.318681,8829369600.000000,108165759.526571
1994-09-15,3.640625,-0.003577,60.096342,1,0.958279,71.929795,61.977589,0.021210,2.081058,8870009600.000000,147214173.126221
1994-09-16,3.554688,-0.007449,53.623584,1,0.557167,33.333476,47.655532,0.022568,-2.569593,8817088000.000000,189360116.823324
1994-09-19,3.554688,-0.010100,53.615732,1,0.528380,33.333476,40.494504,0.020463,-2.150537,8817088000.000000,171996490.370178
1994-09-20,3.500000,-0.015314,49.782106,1,0.240538,8.771832,24.633168,0.020859,-0.222731,8776811200.000000,141860353.352737
1994-09-21,3.578125,-0.013350,54.668003,1,0.598650,69.230769,46.931969,0.024237,2.232143,8859760000.000000,293128975.684357
1994-09-22,3.562500,-0.012943,53.467544,1,0.499999,61.538462,54.235215,0.022708,1.785714,8815440000.000000,158005423.711141
1994-09-23,3.500000,-0.016494,49.225223,1,0.166283,30.769231,42.502223,0.023781,-1.538475,8767068800.000000,170810800.000000
1994-09-26,3.472656,-0.020060,47.515110,1,0.020542,17.307575,29.904899,0.022065,-4.099258,8737147200.000000,103985349.705378
1994-09-27,3.531250,-0.017917,51.426915,1,0.349959,48.148031,39.026465,0.022983,-0.659354,8787732800.000000,176917874.707031
1994-09-28,3.562500,-0.014013,53.353631,1,0.579250,62.962879,50.994672,0.021829,1.559006,8821088000.000000,118827900.000000
1994-09-29,3.531250,-0.013167,51.127151,1,0.358171,48.148031,49.571352,0.020834,-1.845813,8793982400.000000,96069591.808319
1994-09-30,3.507813,-0.013752,49.492394,1,0.140929,37.037121,43.304236,0.021614,-2.603037,8759374400.000000,122389761.001587
1994-10-03,3.492188,-0.014675,48.397377,1,0.009275,29.629697,36.466966,0.020611,-4.077240,8730540800.000000,100767434.165955
1994-10-04,3.437500,-0.018220,44.719567,1,-0.382858,3.703486,20.085226,0.021264,-3.296716,8687918400.000000,147402480.215963
1994-10-05,3.468750,-0.017696,47.217852,1,-0.081473,34.374809,27.230018,0.022974,-2.417596,8738904000.000000,175794116.207886
1994-10-06,3.406250,-0.020593,43.243135,1,-0.501755,11.110910,19.170464,0.024563,-2.678571,8698113600.000000,139898331.483459
1994-10-07,3.398438,-0.021945,42.732385,0,-0.424763,13.793132,16.481798,0.023487,-5.021821,8646595200.000000,175082087.065887
1994-10-10,3.421875,-0.020213,44.840076,1,-0.180524,24.137771,20.309785,0.022406,-3.947368,8686075200.000000,135301262.550354
1994-10-11,3.488281,-0.013851,50.173286,1,0.334494,53.448073,36.878929,0.024091,-0.334828,8741768000.000000,194417196.611532
1994-10-12,3.515625,-0.007382,52.147265,1,0.571656,65.517169,51.198049,0.021982,1.237352,8769680000.000000,97982750.000000
1994-10-13,3.578125,0.001076,56.381205,1,1.090219,87.096749,69.147399,0.022435,1.327434,8832713600.000000,225377960.018921
1994-10-14,3.496094,0.001110,50.102106,1,0.467698,53.225813,61.186606,0.025897,-1.864028,8732835200.000000,350614831.750488
1994-10-17,3.445313,-0.002144,46.808883,1,0.116506,32.258128,46.722367,0.025623,-2.433615,8701675200.000000,108005109.119415
1994-10-18,3.539063,0.001938,52.901599,1,0.830983,70.967882,58.845124,0.025828,0.890868,8754361600.000000,184882618.770472
1994-10-19,3.601563,0.008407,56.367673,1,1.263071,90.909259,74.877192,0.026287,3.131991,8813849600.000000,213010426.122030
1994-10-20,3.726563,0.020002,62.472986,1,1.813174,95.833333,85.355263,0.027647,8.409105,8950408000.000000,504626027.616119
1994-10-21,3.710938,0.025182,60.932001,1,1.539012,91.666667,88.510965,0.026543,6.981996,8883308800.000000,247952544.495392
1994-10-24,3.679688,0.025015,58.583203,1,1.281469,83.333333,85.922149,0.025376,8.027537,8826163200.000000,210426784.832764
1994-10-25,3.730469,0.026683,60.852898,1,1.406715,96.874936,91.398543,0.024668,9.770107,8870944000.000000,165887219.009908
1994-10-26,3.812500,0.031348,64.541160,1,1.579559,98.275757,94.837150,0.024033,11.415525,8968848000.000000,370964390.561422
1994-10-27,3.851563,0.034833,65.592369,1,1.539864,100.000000,97.418575,0.022046,10.414355,9010086400.000000,158080546.442668
1994-10-28,3.882813,0.036818,66.845863,1,1.477946,96.610173,97.014374,0.020819,10.444458,9068500800.000000,226203707.020823
1994-10-31,3.937500,0.039170,68.730409,1,1.477999,91.428571,94.221473,0.021848,10.043668,9128433600.000000,235673250.000000
1994-11-01,3.921875,0.037053,67.175713,1,1.309822,88.571429,91.396451,0.020482,12.178763,9088809600.000000,154987637.596130
1994-11-02,3.937500,0.034155,67.934101,1,1.245809,87.671160,89.533805,0.021381,14.285698,9150217600.000000,242593593.093872
1994-11-03,3.914063,0.028349,65.711260,1,1.100822,83.561658,86.547731,0.020139,10.596025,9086776000.000000,248810045.167542
1994-11-04,3.843750,0.017969,59.433342,1,0.862434,71.034435,78.791083,0.022137,6.724498,9039828800.000000,181859274.564362
1994-11-07,3.867188,0.011207,60.618101,1,0.862688,71.428599,75.109841,0.021308,3.773584,9086923200.000000,181264398.304240
1994-11-08,3.976563,0.012527,65.405580,1,1.059705,92.000000,83.554921,0.023206,7.157894,9130251200.000000,170773267.217000
1994-11-09,3.984375,0.012334,65.838971,1,1.007774,85.999878,84.777399,0.023227,8.280241,9190457600.000000,240198469.139099
1994-11-10,3.980469,0.010425,65.210829,1,0.942873,84.999939,84.888669,0.021521,6.701570,9165768000.000000,98533370.469793
1994-11-11,3.890625,0.002034,57.915264,1,0.684777,61.999878,73.444274,0.026594,2.049180,9032868800.000000,514119181.395213
1994-11-14,4.031250,0.004723,63.899957,1,0.937456,97.435745,85.440009,0.027342,4.665301,9081803200.000000,195482733.333333
1994-11-15,4.035156,0.005479,64.075751,1,0.883979,87.142531,86.291270,0.024814,3.923516,9134347200.000000,212296916.666667
1994-11-16,4.039063,0.004973,64.086720,1,0.841110,88.571449,87.431359,0.021337,2.579377,9164544000.000000,122045409.599304
1994-11-17,4.015625,0.001945,62.060769,1,0.760494,79.999860,83.715610,0.020036,2.390438,9131312000.000000,133533796.948751
1994-11-18,4.007813,-0.001512,61.322072,1,0.711807,77.142897,80.429253,0.018551,1.785726,9105617600.000000,103245991.584015
1994-11-21,3.968750,-0.007048,57.911335,1,0.588057,62.857033,71.643143,0.019265,1.397193,9070057600.000000,141962193.152110
1994-11-22,3.875000,-0.017070,50.788694,1,0.346825,28.571379,50.107261,0.022009,0.813008,9013699200.000000,220443551.249186
1994-11-23,3.843750,-0.025351,48.674402,1,0.259397,17.142827,33.625044,0.021110,-0.606073,8926192000.000000,336583669.424438
1994-11-25,3.890625,-0.027064,51.824799,1,0.364575,34.285654,33.955349,0.019619,-2.161112,8938755200.000000,48747837.327067
1994-11-28,3.960938,-0.023012,56.052533,1,0.541625,60.000070,46.977710,0.019353,-0.588223,8982204800.000000,171195956.906128
1994-11-29,4.007813,-0.017003,58.526138,1,0.678826,77.142897,62.060303,0.018485,0.686954,9019878400.000000,150694411.976115
1994-11-30,3.929688,-0.018020,52.907897,1,0.431935,48.571518,55.315911,0.019762,1.004028,8978944000.000000,161925406.506348
